record_id,nama_usaha,alamat,kecamatan
R006230,WARUNG Mitra Niaga,JALAN KEBUN RAYA NOMOR 68 RT 07 RW 07,Bogor Selatan
R003401,KEDAI Jaya Persada,JALAN WIJAYA NOMOR 13 RT 08 RW 10,Bogor Selatan
R010518,DEPOT Maju Persada 426,JALAN SUKAMAJU NOMOR 122 RT 02 RW 03,Bogor Selatan
R001164,CV Utama Mandiri,JALAN KEBUN RAYA NOMOR 135 RT 01 RW 02,Bogor Tengah
R007609,PT Mandiri Bersama 110,JALAN DURIAN NOMOR 146 RT 08 RW 02,Bogor Tengah
R006544,CV Berkah Elektronik,JALAN PURNAMA NOMOR 203 RT 03 RW 11,Bogor Timur
R002152,TOKO Prima Kreatif,JALAN MANGGA NOMOR 105 RT 10 RW 05,Bogor Timur
R008619,WARUNG Sejahtera Motor 923,JALAN NUSA INDAH NOMOR 175 RT 12 RW 08,Bogor Tengah
R002856,BENGKEL Abadi Persada,JALAN FLAMBOYAN NOMOR 32 RT 07 RW 09,Bogor Tengah
R001673,CV Nusantara Pangan,JALAN TERATAI NOMOR 79 RT 08 RW 11,Bogor Utara
R007527,TOKO Makmur Persada 048,JALAN MENTARI NOMOR 26 RT 11 RW 10,Tanah Sareal
R014370,WARUNG Mitra Busana 573,JALAN PUSPA NOMOR 163 RT 06 RW 08,Tanah Sareal
R012451,TOKO Abadi Makmur 028,JALAN MELATI NOMOR 249 RT 03 RW 11,Bogor Barat
R012285,STUDIO Cahaya Jaya 889,JALAN KEBUN RAYA NOMOR 228 RT 14 RW 05,Bogor Tengah
R010066,PT Karya Jaya 063,JALAN MENTARI NOMOR 78 RT 12 RW 07,Bogor Barat
R009446,CV Kencana Makmur 588,JALAN MERDEKA NOMOR 190 RT 06 RW 11,Bogor Selatan
R012787,CV  Makmur Sentosa 300,JL TERATAI NO 141 RT02 RW08,Bogor Selatan
R007141,KEDAI Cahaya Niaga,JALAN KEMUNING NOMOR 151 RT 06 RW 05,Bogor Selatan
R010902,WARUNG Maju Motor 749,JALAN TERATAI NOMOR 199 RT 15 RW 07,Bogor Selatan
R007035,TOKO Prima Karya,JALAN CENDANA NOMOR 157 RT 12 RW 09,Bogor Utara
R013850,BENGKEL Maju Persada 141,JALAN NUSA INDAH NOMOR 120 RT 13 RW 07,Bogor Utara
R013474,TOKO Karya Rasa 844,JALAN MELATI NOMOR 107 RT 04 RW 10,Bogor Utara
R008413,TOKO Karya Elektronik 753,JALAN PINUS NOMOR 189 RT 10 RW 08,Bogor Timur
R007746,STUDIO Utama Abadi 212,JALAN PINUS NOMOR 24 RT 09 RW 10,Bogor Timur
R010316,BENGKEL Sejahtera Karya 269,JALAN DAHLIA NOMOR 14 RT 09 RW 09,Bogor Tengah
R008700,CV Lestari Elektronik 986,"Jalan Sentosa Nomor 152, RT 15 RW 08",Bogor Tengah
R001660,DEPOT Lestari Pangan,  Jl.  Pinus   No 55  RT 12 / RW 10 ,Bogor Utara
R012667,STUDIO Cahaya Jaya 200,JALAN SENTOSA NOMOR 157 RT 12 RW 02,Tanah Sareal
R006789,UD Jaya Abadi,JALAN SEJAHTERA NOMOR 211 RT 07 RW 05,Bogor Selatan
R002356,DEPOT Gemilang Sejahtera,JALAN PAJAJARAN NOMOR 168 RT 06 RW 07,Bogor Utara
R014792,BENGKEL Gemilang Abadi 908,JALAN FLAMBOYAN NOMOR 241 RT 10 RW 08,Bogor Tengah
R005655,BENGKEL Abadi Pangan,JALAN NUSA INDAH 135 RT 5 RW 12,Bogor Selatan
R000628,DEPOT Maju Niaga,JALAN SENTOSA NOMOR 192 RT 03 RW 11,Bogor Utara
R006192,WARUNG Lestari Motor,JALAN RAMBUTAN NOMOR 158 RT 13 RW 12,Bogor Timur
R003831,STUDIO Cahaya Elektronik,JALAN CENDANA NOMOR 114 RT 03 RW 04,Bogor Utara
R010336,KEDAI Mandiri Pangan 286,JALAN PURNAMA NOMOR 89 RT 06 RW 10,Bogor Selatan
R007078,DEPOT Harapan Utama,JALAN KEBUN RAYA NOMOR 115 RT 15 RW 08,Bogor Timur
R013707,WARUNG Berkah Motor 026,JALAN KENANGA NOMOR 92 RT 10 RW 11,Bogor Selatan
R002904,UD Sejahtera Makmur,JALAN SILIWANGI NOMOR 50 RT 12 RW 09,Bogor Barat
R005575,STUDIO Abadi Kreatif,JALAN SEJAHTERA NOMOR 197 RT 06 RW 12,Bogor Barat
R003056,BENGKEL Abadi Busana,JALAN KAMBOJA NOMOR 208 RT 12 RW 04,Bogor Tengah
R013789,PT Jaya Persada 090,JALAN KENANGA NOMOR 158 RT 08 RW 03,Bogor Utara
R008157,BENGKEL Makmur Sentosa 541,JALAN NUSA INDAH NOMOR 15 RT 07 RW 06,Bogor Selatan
R007004,BENGKEL Sejahtera Mandiri,JALAN SEJAHTERA NOMOR 73 RT 11 RW 03,Bogor Tengah
R009305,WARUNG Karya Mandiri 480,JALAN MENTARI NOMOR 74 RT 05 RW 02,Tanah Sareal
R008798,CV Berkah Niaga 072,JALAN CENDANA NOMOR 58 RT 01 RW 05,Tanah Sareal
R006775,UD Karya Karya,JALAN HARAPAN NOMOR 31 RT 01 RW 04,Bogor Selatan
R004664,UD Kencana Abadi,JALAN SENTOSA NOMOR 207 RT 14 RW 08,Bogor Selatan
R007700,CV Prima Utama 173,JALAN KEMUNING NOMOR 124 RT 12 RW 07,Tanah Sareal
R002681,WARUNG Lestari Abadi,JALAN PURNAMA NOMOR 88 RT 06 RW 04,Bogor Timur
R004225,UD Utama Abadi,JALAN KENANGA NOMOR 5 RT 02 RW 02,Bogor Utara
R000497,TOKO Harapan Elektronik,JALAN MAWAR NOMOR 53 RT 14 RW 04,Tanah Sareal
R002734,DEPOT Utama Abadi,JALAN WIJAYA NOMOR 29 RT 13 RW 12,Tanah Sareal
R012957,CV Mandiri Bersama 432,JALAN PURNAMA 157 RT 3 RW 1,Bogor Utara
R013702,CV Sejahtera Mandiri 022,JALAN KAMBOJA NOMOR 205 RT 13 RW 09,Bogor Timur
R003266,UD Kencana Makmur,JALAN DURIAN NOMOR 198 RT 04 RW 12,Tanah Sareal
R010100,CV Jaya Kreatif 087,JALAN MERDEKA NOMOR 210 RT 13 RW 09,Bogor Selatan
R014693,KEDAI Makmur Karya 828,JALAN SEJAHTERA NOMOR 205 RT 02 RW 12,Bogor Selatan
R012678,PT Mandiri Digital 209,JALAN KEBUN RAYA NOMOR 112 RT 08 RW 04,Bogor Timur
R009614,CV Anugerah Karya 721,JALAN NUSA INDAH NOMOR 126 RT 05 RW 03,Bogor Selatan
R012879,KEDAI Kencana Elektronik 369,JALAN DAHLIA NOMOR 71 RT 03 RW 08,Bogor Tengah
R010650,BENGKEL Sentosa Digital 541,JALAN MANGGA NOMOR 165 RT 09 RW 10,Bogor Utara
R010844,PT Kencana Karya 699,JALAN SEJAHTERA NOMOR 122 RT 12 RW 12,Bogor Barat
R013681,CV Mitra Mandiri 005,JALAN CEMPAKA NOMOR 17 RT 03 RW 07,Tanah Sareal
R005678,DEPOT Cahaya Niaga,JALAN MAWAR NOMOR 131 RT 10 RW 09,Bogor Utara
R012028,WARUNG Makmur Rasa 670,JALAN WIJAYA NOMOR 131 RT 02 RW 01,Bogor Timur
R013613,STUDIO Kencana Motor 946,JALAN MAWAR NOMOR 19 RT 06 RW 01,Bogor Tengah
R008699,CV Lestari Elektronik 986,JALAN SENTOSA NOMOR 152 RT 15 RW 08,Bogor Tengah
R008570,DEPOT Lestari Kreatif 883,JALAN PAJAJARAN NOMOR 218 RT 05 RW 04,Bogor Selatan
R005471,Warung Cahaya Digital,JALAN DAHLIA NOMOR 244 RT 05 RW 06,Bogor Timur
R013805,BENGKEL Maju Karya 104,JALAN KEMUNING NOMOR 104 RT 06 RW 03,Bogor Utara
R013735,  WARUNG Karya Teknik 043 ,JLN. Anggrek No 204 RT.05/RW.12,Bogor Tengah
R006469,CV Prima Sentosa,JALAN WIJAYA NOMOR 67 RT 07 RW 11,Tanah Sareal
R006783,CV Gemilang Busana,JALAN NUSA INDAH NOMOR 99 RT 09 RW 08,Bogor Tengah
R014840,KEDAI Sejahtera Persada 947,JALAN SILIWANGI NOMOR 167 RT 11 RW 08,Tanah Sareal
R014272,CV Maju Elektronik 488,JALAN CEMPAKA NOMOR 47 RT 07 RW 05,Bogor Selatan
R007434,TOKO Prima Pangan,JALAN MELATI NOMOR 85 RT 07 RW 01,Bogor Selatan
R005494,CV Anugerah Persada,JALAN WIJAYA NOMOR 105 RT 05 RW 07,Bogor Utara
R007667,PT Jaya Mandiri 145,JALAN PINUS NOMOR 2 RT 12 RW 05,Bogor Selatan
R004058,PT Maju Makmur,JALAN DAHLIA NOMOR 164 RT 07 RW 11,Bogor Tengah
R010013,KEDAI Abadi Bersama 016,JALAN KENCANA NOMOR 4 RT 05 RW 10,Bogor Selatan
R004032,DEPOT Prima Persada,JALAN FLAMBOYAN NOMOR 33 RT 02 RW 03,Bogor Tengah
R009230,TOKO Karya Karya 411,JALAN MERDEKA NOMOR 60 RT 14 RW 10,Tanah Sareal
R007281,DEPOT Sentosa Motor,JALAN MAWAR NOMOR 182 RT 13 RW 07,Bogor Utara
R003473,PT Sentosa Kreatif,"Jalan Cempaka Nomor 194, RT 07 RW 06",Tanah Sareal
R011739,CV Sejahtera Elektronik 430,JALAN KEMUNING NOMOR 164 RT 14 RW 08,Bogor Tengah
R009096,PT Berkah Sentosa 304,JALAN WIJAYA NOMOR 88 RT 12 RW 10,Bogor Selatan
R000135,BENGKEL Sejahtera Pangan,JALAN PURNAMA NOMOR 209 RT 10 RW 06,Bogor Tengah
R012695,DEPOT Lestari Utama 225,JALAN FLAMBOYAN NOMOR 164 RT 09 RW 11,Bogor Barat
R007767,WARUNG Karya Kreatif 230,JALAN TERATAI NOMOR 123 RT 11 RW 04,Bogor Tengah
R013319,TOKO Abadi Motor 711,JALAN KENCANA NOMOR 198 RT 02 RW 07,Bogor Tengah
R000827,TOKO Sentosa Pangan,JALAN MELATI NOMOR 42 RT 12 RW 06,Bogor Tengah
R003458,KEDAI Mandiri Sentosa,JALAN KENCANA NOMOR 240 RT 02 RW 01,Bogor Tengah
R005191,BENGKEL Abadi Jaya,JALAN KENANGA NOMOR 178 RT 01 RW 05,Tanah Sareal
R011179,WARUNG Lestari Sentosa 972,JALAN TERATAI NOMOR 88 RT 12 RW 11,Bogor Tengah
R008428,UD Anugerah Karya 765,JALAN SUKAMAJU NOMOR 128 RT 04 RW 06,Bogor Selatan
R005394,BENGKEL Kencana Jaya,JALAN SILIWANGI NOMOR 206 RT 10 RW 03,Bogor Barat
R009169,TOKO Abadi Niaga 363,JALAN SILIWANGI NOMOR 213 RT 03 RW 06,Bogor Barat
R010605,UD Anugerah Sentosa 499,JALAN HARAPAN NOMOR 153 RT 14 RW 07,Bogor Timur
R007249,CV Harapan Jaya,JALAN CENDANA NOMOR 192 RT 03 RW 06,Bogor Barat
R000201,WARUNG Kencana Usaha,Jl. Harapan No. 61 RT 10/RW 12,Bogor Utara
R003070,STUDIO Sejahtera Rasa,JALAN KEBUN RAYA NOMOR 178 RT 11 RW 05,Bogor Selatan
R012036,WARUNG Prima Persada 677,JALAN SEJAHTERA NOMOR 115 RT 04 RW 04,Tanah Sareal
R013351,CV Utama Sejahtera 736,JALAN RAMBUTAN NOMOR 247 RT 09 RW 06,Bogor Selatan
R001853,KEDAI Kencana Niaga,JALAN KENCANA NOMOR 125 RT 11 RW 08,Tanah Sareal
R012409,DEPOT Cahaya Elektronik 993,JALAN NUSA INDAH NOMOR 211 RT 01 RW 10,Bogor Barat
R009046,BENGKEL Abadi Teknik 264,JALAN MAWAR NOMOR 56 RT 01 RW 04,Tanah Sareal
R000034,WARUNG Maju Mandiri,jl pajajaran no 12 rt 5 rw 12,Bogor Tengah
R004231,DEPOT Karya Sentosa,JALAN PINUS NOMOR 122 RT 08 RW 01,Bogor Barat
R013157,PT. Nusantara Persada 599,JALAN PINUS NOMOR 8 RT 01 RW 04,Bogor Utara
R012251,STUDIO Sukses Elektronik 859,JALAN MERDEKA NOMOR 99 RT 04 RW 10,Bogor Utara
R000435,PT Karya Sentosa,JALAN CENDANA NOMOR 16 RT 06 RW 11,Bogor Barat
R003122,STUDIO Prima Usaha,JALAN CENDANA NOMOR 92 RT 03 RW 05,Tanah Sareal
R009003,WARUNG Mitra Digital 229,JALAN MANGGA NOMOR 169 RT 08 RW 11,Bogor Timur
R008174,DEPOT Harapan Utama 554,JALAN PUSPA NOMOR 20 RT 02 RW 01,Tanah Sareal
R010986,DEPOT Cahaya Motor 815,JLN. Cempaka No 144 RT.10/RW.12,Bogor Selatan
R000969,DEPOT Utama Bersama,JALAN NUSA INDAH NOMOR 122 RT 10 RW 09,Bogor Selatan
R010334,KEDAI Makmur Persada 285,JALAN KENANGA NOMOR 145 RT 02 RW 07,Bogor Timur
R012009,TOKO Sentosa Utama 653,JALAN SEJAHTERA NOMOR 194 RT 06 RW 08,Bogor Barat
R000584,KEDAI Utama Utama,jl cempaka no 112 rt 1 rw 5,Bogor Selatan
R011050,PT Jaya Persada 862,JALAN PUSPA NOMOR 133 RT 14 RW 02,Bogor Selatan
R002028,WARUNG Mandiri Kreatif,JALAN KAMBOJA NOMOR 109 RT 09 RW 07,Bogor Selatan
R013037,PT Mitra Jaya 499,JALAN DURIAN NOMOR 245 RT 10 RW 07,Bogor Tengah
R003267,KEDAI Anugerah Karya,JALAN WIJAYA NOMOR 135 RT 05 RW 10,Tanah Sareal
R001264,STUDIO Abadi Makmur,JALAN MAWAR NOMOR 1 RT 11 RW 05,Bogor Selatan
R013804,KEDAI Makmur Elektronik 103,JALAN PUSPA NOMOR 174 RT 09 RW 08,Bogor Barat
R007640,STUDIO Sejahtera Pangan 133,JALAN KENCANA 55 RT 4 RW 4,Bogor Timur
R009868,PT Abadi Utama 901,JALAN KENCANA NOMOR 170 RT 11 RW 04,Bogor Utara
R011281,PT Mandiri Kreatif 055,JALAN FLAMBOYAN NOMOR 127 RT 03 RW 01,Bogor Selatan
R013845,STUDIO Makmur Karya 136,JALAN KENCANA NOMOR 70 RT 14 RW 06,Bogor Selatan
R004848,UD Makmur Bersama,JALAN ANGGREK NOMOR 223 RT 15 RW 05,Bogor Barat
R012713,CV Harapan Digital 240,JALAN HARAPAN NOMOR 184 RT 12 RW 03,Bogor Tengah
R012702,BENGKEL Makmur Persada 231,JALAN TERATAI NOMOR 122 RT 06 RW 04,Bogor Barat
R004409,DEPOT Mandiri Digital,JALAN PINUS NOMOR 195 RT 06 RW 02,Tanah Sareal
R012804,DEPOT Sentosa Abadi 315,JALAN SILIWANGI NOMOR 46 RT 12 RW 11,Bogor Utara
R006204,TOKO Nusantara Busana,JALAN NUSA INDAH NOMOR 2 RT 02 RW 02,Bogor Barat
R012377,PT Makmur Bersama 969,JALAN MELATI NOMOR 27 RT 02 RW 11,Bogor Selatan
R003469,TOKO Sentosa Motor,JALAN TERATAI NOMOR 139 RT 15 RW 11,Bogor Timur
R007314,DEPOT Berkah Niaga,jl cendana no 30 rt 8 rw 11,Bogor Tengah
R010169,CV Jaya Usaha 146,JALAN DAHLIA NOMOR 182 RT 04 RW 09,Bogor Selatan
R011694,TOKO Sukses Mandiri 393,JALAN HARAPAN NOMOR 116 RT 05 RW 06,Bogor Utara
R012218,PT Berkah Rasa 833,JALAN KENANGA NOMOR 26 RT 05 RW 05,Bogor Barat
R007965,WARUNG Sukses Utama 383,JALAN KENCANA NOMOR 5 RT 03 RW 04,Bogor Barat
R010479,PT. Gemilang Teknik 395,"Jalan Dahlia Nomor 68, RT 05 RW 11",Bogor Barat
R002295,KEDAI Lestari Usaha,JL TERATAI NO 233 RT05 RW02,Bogor Barat
R006165,KEDAI Kencana Sentosa,JALAN MAWAR NOMOR 131 RT 11 RW 02,Bogor Barat
R003818,DEPOT Berkah Karya,JALAN DURIAN NOMOR 158 RT 03 RW 06,Bogor Barat
R010330,BENGKEL Utama Kreatif 281,JALAN KEBUN RAYA NOMOR 34 RT 05 RW 01,Bogor Tengah
R004060,KEDAI Gemilang Digital,JALAN WIJAYA NOMOR 34 RT 12 RW 02,Tanah Sareal
R013110,PT Harapan Kreatif 558,JALAN KENANGA NOMOR 150 RT 08 RW 01,Bogor Selatan
R006235,BENGKEL Mandiri Persada,JALAN MERDEKA NOMOR 196 RT 13 RW 09,Bogor Utara
R013249,BENGKEL Prima Sejahtera 661,JALAN WIJAYA NOMOR 79 RT 04 RW 01,Bogor Barat
R014381,KEDAI Mandiri Jaya 582,JALAN RAMBUTAN NOMOR 203 RT 08 RW 09,Tanah Sareal
R014489,STUDIO Mandiri Mandiri 658,  Jl.  Rambutan   No 191  RT 13 / RW 03 ,Bogor Timur
R008009,CV Jaya Utama 420,JALAN SEJAHTERA NOMOR 132 RT 12 RW 12,Bogor Utara
R010374,TOKO Abadi Persada 321,JALAN PURNAMA NOMOR 23 RT 08 RW 10,Bogor Barat
R005781,BENGKEL Harapan Makmur,JALAN KENANGA NOMOR 82 RT 13 RW 05,Bogor Selatan
R000630,CV Maju Niaga,JALAN SILIWANGI NOMOR 166 RT 08 RW 04,Bogor Selatan
R002759,BENGKEL Lestari Makmur,JALAN CEMPAKA NOMOR 30 RT 01 RW 07,Tanah Sareal
R000757,PT Mandiri Pangan,JALAN KEMUNING NOMOR 108 RT 06 RW 07,Bogor Timur
R005971,CV Makmur Motor,Jl. Merdeka No. 78 RT 4/RW 2,Bogor Barat
R012277,CV Anugerah Elektronik 882,JALAN PUSPA NOMOR 112 RT 13 RW 08,Bogor Utara
R006154,STUDIO Sejahtera Digital,JALAN KAMBOJA NOMOR 226 RT 15 RW 02,Bogor Selatan
R010407,KEDAI Anugerah Makmur 340,JALAN MENTARI NOMOR 79 RT 05 RW 07,Bogor Barat
R000723,Bengkel Berkah Jaya,JALAN MAWAR NOMOR 40 RT 14 RW 01,Bogor Timur
R010344,PT Sukses Pangan 292,jl durian no 124 rt 3 rw 11,Bogor Selatan
R003455,UD Mandiri Utama,JALAN PAJAJARAN NOMOR 170 RT 15 RW 11,Bogor Selatan
R011293,UD Sejahtera Utama 065,JALAN MELATI NOMOR 42 RT 13 RW 01,Bogor Selatan
R006863,STUDIO Nusantara Abadi,JALAN DURIAN NOMOR 71 RT 08 RW 10,Bogor Timur
R012851,DEPOT Cahaya Niaga 351,JALAN MERDEKA NOMOR 118 RT 08 RW 12,Tanah Sareal
R010781,KEDAI Mitra Makmur 648,JALAN KENANGA NOMOR 34 RT 13 RW 05,Bogor Tengah
R014146,BENGKEL Kencana Sejahtera 381,JALAN KEMUNING NOMOR 94 RT 07 RW 01,Bogor Selatan
R004420,WARUNG Mandiri Kreatif,JALAN NUSA INDAH NOMOR 139 RT 04 RW 08,Bogor Selatan
R000084,UD Karya Sentosa,JALAN KENANGA NOMOR 194 RT 03 RW 07,Bogor Selatan
R002491,CV Prima Bersama,JALAN KAMBOJA NOMOR 23 RT 10 RW 03,Bogor Barat
R012496,DEPOT Sentosa Bersama 067,JALAN SILIWANGI NOMOR 51 RT 10 RW 01,Bogor Timur
R003275,TOKO Anugerah Busana,JALAN PINUS NOMOR 173 RT 12 RW 05,Bogor Utara
R007075,BENGKEL Prima Sentosa,JALAN MERDEKA NOMOR 36 RT 05 RW 08,Bogor Selatan
R006011,STUDIO Harapan Teknik,JALAN SENTOSA NOMOR 62 RT 10 RW 11,Bogor Barat
R004645,BENGKEL Sejahtera Utama,JALAN PUSPA NOMOR 56 RT 06 RW 09,Bogor Selatan
R010925,Warung Mitra Mandiri 767,JALAN PAJAJARAN NOMOR 9 RT 10 RW 09,Bogor Barat
R009631,TOKO Karya Bersama 735,JALAN MENTARI NOMOR 2 RT 10 RW 08,Bogor Tengah
R011333,TOKO Karya Pangan 103,JALAN PAJAJARAN NOMOR 106 RT 13 RW 11,Bogor Utara
R014151,STUDIO Sejahtera Bersama 384,JALAN ANGGREK NOMOR 180 RT 15 RW 11,Bogor Tengah
R012931,CV Mitra Persada 407,jl teratai no 134 rt 2 rw 11,Bogor Tengah
R009027,STUDIO Karya Usaha 250,jl teratai no 177 rt 5 rw 1,Bogor Selatan
R005306,WARUNG Sukses Niaga,JALAN FLAMBOYAN NOMOR 46 RT 11 RW 01,Bogor Tengah
R004755,STUDIO Mitra Sejahtera,JALAN PINUS NOMOR 219 RT 04 RW 10,Bogor Timur
R003164,STUDIO Prima Rasa,JALAN MANGGA NOMOR 195 RT 12 RW 10,Bogor Timur
R007322,KEDAI Sukses Kreatif,JALAN DURIAN NOMOR 121 RT 13 RW 09,Tanah Sareal
R006187,WARUNG Maju Jaya,JALAN FLAMBOYAN NOMOR 238 RT 12 RW 10,Bogor Timur
R003036,DEPOT  Kencana Motor,JALAN DURIAN 94 RT 14 RW 8,Bogor Barat
R003925,STUDIO Kencana Utama,JALAN ANGGREK NOMOR 173 RT 11 RW 01,Bogor Barat
R008467,UD Abadi Busana 796,JALAN CEMPAKA NOMOR 173 RT 02 RW 10,Bogor Tengah
R009162,TOKO  Harapan Karya 357,JALAN MELATI NOMOR 15 RT 02 RW 03,Bogor Selatan
R010579,WARUNG Lestari Utama 476,JALAN PURNAMA NOMOR 165 RT 08 RW 06,Bogor Selatan
R002663,BENGKEL Jaya Kreatif,JALAN KEMUNING NOMOR 20 RT 02 RW 03,Bogor Selatan
R012003,BENGKEL Sejahtera Abadi 647,JALAN PURNAMA NOMOR 54 RT 11 RW 01,Bogor Utara
R008837,PT Prima Pangan 104,JALAN SEJAHTERA NOMOR 126 RT 11 RW 01,Bogor Timur
R004536,KEDAI Sejahtera Jaya,JALAN SEJAHTERA NOMOR 178 RT 01 RW 10,Tanah Sareal
R012498,KEDAI Maju Usaha 069,JALAN KENCANA NOMOR 232 RT 11 RW 10,Bogor Barat
R005037,CV Nusantara Digital,Jl. Purnama No. 216 RT 15/RW 3,Tanah Sareal
R000586,CV Kencana Kreatif,JALAN DAHLIA NOMOR 57 RT 04 RW 04,Bogor Barat
R014301,UD Harapan Karya 511,JALAN MERDEKA NOMOR 197 RT 03 RW 09,Tanah Sareal
R009874,UD Lestari Busana 906,JALAN KAMBOJA NOMOR 207 RT 07 RW 05,Bogor Tengah
R010256,STUDIO Sukses Abadi 217,JALAN DURIAN NOMOR 214 RT 14 RW 05,Bogor Utara
R005993,STUDIO Utama Sejahtera,JALAN KEBUN RAYA NOMOR 50 RT 12 RW 01,Bogor Tengah
R008002,DEPOT Maju Sejahtera 413,JALAN MELATI NOMOR 15 RT 03 RW 11,Bogor Selatan
R002335,KEDAI Abadi Elektronik,JALAN KEBUN RAYA NOMOR 44 RT 07 RW 12,Bogor Barat
R006530,BENGKEL Karya Niaga,JALAN SUKAMAJU NOMOR 26 RT 06 RW 04,Bogor Selatan
R008048,Kedai Kencana Pangan 453,JALAN RAMBUTAN NOMOR 236 RT 07 RW 10,Bogor Utara
R012349,CV Sentosa Bersama 944,JALAN ANGGREK NOMOR 218 RT 11 RW 04,Tanah Sareal
R011635,PT Sejahtera Persada 352,JALAN MERDEKA NOMOR 26 RT 15 RW 02,Bogor Selatan
R009911,STUDIO Karya Persada 930,JALAN FLAMBOYAN NOMOR 132 RT 13 RW 01,Tanah Sareal
R007761,TOKO Karya Digital 224,JALAN MANGGA NOMOR 222 RT 01 RW 06,Bogor Utara
R013520,Toko Jaya Pangan 876,Jl. Wijaya No. 130 RT 12/RW 5,Bogor Tengah
R013137,TOKO Gemilang Usaha 584,JALAN PUSPA NOMOR 24 RT 13 RW 06,Bogor Barat
R013294,CV. Mitra Karya 695,  Jl.  Merdeka   No 181  RT 14 / RW 04 ,Tanah Sareal
R007420,TOKO Sejahtera Rasa,JALAN ANGGREK NOMOR 76 RT 14 RW 11,Bogor Timur
R007256,WARUNG Karya Usaha,JALAN WIJAYA NOMOR 66 RT 08 RW 09,Bogor Tengah
R005909,STUDIO Karya Motor,JALAN KENANGA NOMOR 127 RT 03 RW 10,Tanah Sareal
R005347,UD Harapan Karya,JALAN NUSA INDAH NOMOR 128 RT 12 RW 06,Bogor Selatan
R007066,UD Sukses Mandiri,JALAN MERDEKA NOMOR 143 RT 05 RW 04,Bogor Selatan
R003141,TOKO Sejahtera Usaha,JALAN SILIWANGI NOMOR 39 RT 10 RW 12,Bogor Barat
R006700,CV Gemilang Sejahtera,JALAN TERATAI NOMOR 74 RT 04 RW 03,Bogor Selatan
R003084,DEPOT Mitra Sentosa,JALAN CEMPAKA NOMOR 40 RT 10 RW 03,Bogor Barat
R007724,CV Berkah Karya 195,JALAN KENCANA NOMOR 9 RT 03 RW 10,Bogor Barat
R009677,BENGKEL  Sejahtera Rasa 769,JL SEJAHTERA NO 51 RT09 RW11,Tanah Sareal
R010687,UD Makmur Motor 576,JALAN DURIAN NOMOR 156 RT 01 RW 04,Bogor Barat
R002822,PT Mandiri Busana,JALAN WIJAYA NOMOR 22 RT 05 RW 12,Bogor Timur
R010096,PT Karya Jaya 083,JALAN DAHLIA NOMOR 199 RT 13 RW 04,Tanah Sareal
R005209,DEPOT Sukses Jaya,JALAN MELATI NOMOR 19 RT 03 RW 02,Bogor Selatan
R013244,DEPOT Cahaya Rasa 656,JALAN MANGGA NOMOR 46 RT 02 RW 11,Bogor Timur
R009339,UD Kencana Usaha 506,JALAN KEBUN RAYA NOMOR 1 RT 14 RW 06,Bogor Selatan
R009449,STUDIO Prima Makmur 590,JALAN CENDANA 216 RT 2 RW 5,Bogor Barat
R005654,BENGKEL Abadi Pangan,JALAN NUSA INDAH NOMOR 135 RT 05 RW 12,Bogor Selatan
R011535,KEDAI Berkah Pangan 266,JALAN DAHLIA NOMOR 103 RT 03 RW 08,Bogor Selatan
R010647,BENGKEL Sentosa Teknik 539,JALAN KAMBOJA NOMOR 246 RT 06 RW 09,Bogor Barat
R007063,UD Nusantara Jaya,JALAN SUKAMAJU NOMOR 157 RT 04 RW 12,Bogor Selatan
R002174,CV Berkah Motor,JALAN KAMBOJA NOMOR 150 RT 09 RW 01,Tanah Sareal
R014824,STUDIO Makmur Sejahtera 936,JALAN NUSA INDAH NOMOR 232 RT 10 RW 11,Bogor Timur
R011152,cv mandiri kreatif 947,JL MENTARI NO 219 RT07 RW01,Tanah Sareal
R014758,UD Sukses Sejahtera 882,JALAN SILIWANGI NOMOR 76 RT 06 RW 12,Bogor Tengah
R010580,STUDIO Lestari Abadi 477,JALAN ANGGREK NOMOR 5 RT 03 RW 03,Tanah Sareal
R014399,ud nusantara busana 597,JALAN MENTARI NOMOR 85 RT 07 RW 02,Bogor Tengah
R003571,STUDIO Lestari Persada,JALAN HARAPAN NOMOR 114 RT 05 RW 01,Bogor Barat
R012937,WARUNG Mitra Teknik 413,JALAN WIJAYA NOMOR 215 RT 07 RW 01,Bogor Selatan
R007995,UD Maju Busana 408,JALAN SUKAMAJU NOMOR 201 RT 02 RW 10,Bogor Selatan
R010930,WARUNG Cahaya Pangan 771,JALAN SUKAMAJU NOMOR 184 RT 13 RW 04,Tanah Sareal
R009707,STUDIO Utama Sentosa 790,JALAN CEMPAKA NOMOR 56 RT 14 RW 04,Tanah Sareal
R001842,UD Mitra Utama,JALAN MELATI NOMOR 18 RT 13 RW 09,Bogor Utara
R002383,TOKO Utama Usaha,JALAN MAWAR NOMOR 233 RT 09 RW 09,Bogor Utara
R002989,WARUNG Berkah Busana,JALAN SENTOSA NOMOR 200 RT 03 RW 06,Bogor Selatan
R013307,UD Anugerah Rasa 699,JALAN FLAMBOYAN NOMOR 250 RT 09 RW 05,Tanah Sareal
R004782,WARUNG Anugerah Abadi,JALAN CEMPAKA NOMOR 144 RT 15 RW 10,Tanah Sareal
R002347,KEDAI Sejahtera Sejahtera,JALAN NUSA INDAH NOMOR 25 RT 07 RW 03,Bogor Tengah
